notes, tabs
F2;A3,B6;e5
D2,G7
F2;A3,B6;e5
D2,G7
C2,G5
A2,D7
G+1,D6
G1,D5
F1,D3
G1,D5
F1,D3
D1,A5
F1,D3
D1,A5
G+2;B3,B9;e7
A3;C3,B10;e8
A3;C3,B10;e8
A3;C3,B10;e8
G+2,B9
A3;C3,B10;e8
A3;C3,B10;e8
G+2,B9
A3;C3,B10;e8
A3;C3,B10;e8
G+2,B9
A3;C3,B10;e8
A3;C3,B10;e8
G+2,B9
A3;C3,B10;e8
A3;C3,B10;e8
G+2,B9
A3;C3,B10;e8
A3;C3,B10;e8
A3,B10
C3,e8
D3,e10
G2,G12
G2,G12
F2,G10
D2,D12
F2,G10
G2,G12
A3,B10
C3,B13
D3,e10
E3,e12
D3,e10
E3,e12
D3,e10
C3,B13
D3,e10
C3,B13
A3,B10
G2,G12
A3,B10
A3,B10
A3,B10
A+3,B11
A3,B10
G2,G12
F2,G10
E2,G9
D2,G7
E2,G9
D2,G7
C2,G5
A2,D7
D2,G7
E2,B5
F2,B6
E2,B5
F2,B6
E2,B5
D2,G7
C2,G5
A2,D7
G+1,D6
G1,D5
F1,D3
G1,D5
F1,D3
D1,A5
F3,e13
D3,e10
C3,B13
D3,e10
E3,e12
D3,e10
E3,e12
D3,e10
C3,B13
A3,B10
G+2,G13
A3,B10
D3,e10
A3,B10
F3,e13
D3,e10
C3,B13
G3,e15
F3,e13
G3,e15
G3,e15
F3,e13
A3,G14
D3,B15
E3,e12
F3,e13
G3,e15
F3,e13
G3,e15
E3,e12
F3,e13
D3,e10
C3,B13
A3,B10
G2,G12
F2,G10
C3,B13
G2,G12
A3,B10
G2,G12
F2,G10
D2,D12
F2;D3;A3,G10;e10;B10
E2,G9
E2;A3,G9;B10
F2,G10
A3;E2,B10;G9
E2,G9
F2,G10
D2,D12
C2,G5
A2,D7
G+1,D6
G1,D5
F1,D3
END, END
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A1;A2,A0;G2
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
B2;E0,B0;E0
E1,D2
G+1,G1
E1,D2
G+1,G1
B2,B0
C2;A1,B1;A0
E1,D2
A2,G2
E1,D2
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A1;A2,A0;G2
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
E1,D2
C2,B1
B2,B0
A2;A1,G2;A0
E1,D2
A2,G2
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A1;A2,A0;G2
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
B2;E0,B0;E0
E1,D2
G+1,G1
E1,D2
G+1,G1
B2,B0
A1;C2,A0;B1
E1,D2
A2,G2
E1,D2
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A1;A2,A0;G2
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
B2;E0,B0;E0
E1,D2
G+1,G1
D1,D0
C2,B1
B2,B0
A2;A1,G2;A0
E1,D2
A2,G2
B2,B0
C2,B1
D2,B3
C1;E2,A3;e0
E1,D2
C2,B1
G1,G0
F2,e1
E2,e0
G0;D2,E3;B3
G1,G0
B2,B0
F1,D3
E2,e0
D2,B3
C2;A1,B1;A0
E1,D2
A2,G2
E1,D2
D2,B3
C2,B1
E0;B2,E0;B0
E1,D2
E2,e0
E1,D2
E2,e0
E1,D2
E2,e0
E2,G9
E3,e12
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A2;A1,G2;A0
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
E1,D2
G+1,G1
B2,B0
C2;A1,B1;A0
E1,D2
A2,G2
E1,D2
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A1;A2,A0;G2
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
B2;E0,B0;E0
E1,D2
G+1,G1
D1,D0
C2,B1
B2,B0
A1;A2,A0;G2
E1,D2
A2,G2
B2,B0
C2,B1
D2,B3
C1;E2,A3;e0
E1,D2
C2,B1
G1,G0
F2,e1
E2,e0
D2;G0,B3;E3
G1,G0
B2,B0
F1,D3
E2,e0
D2,B3
A1;C2,A0;B1
E1,D2
A2,G2
E1,D2
D2,B3
C2,B1
E0;B2,E0;B0
E1,D2
E2,e0
E1,D2
E2,e0
E1,D2
E2,e0
E0,E0
E3,e12
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A1;A2,A0;G2
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
E1,D2
G+1,G1
B2,B0
A1;C2,A0;B1
E1,D2
A2,G2
E1,D2
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A2;A1,G2;A0
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
D1,D0
C2,B1
B2,B0
A1;A2,A0;G2
E1,D2
A2,G2
C2;E1;A+1,B1;D2;A1
C2;A1;F1,B1;A0;D3
E1;G0;C2;A+2,D2;E3;B1;G3
C2;F0;A2,B1;E1;G2
A2,G2
F1,D3
A2,G2
C2;F2,B1;e1
A2,G2
E2,e0
F1;E2,D3;B5
A+2,G3
D2,B3
A+2,G3
D2;A+3,B3;e6
A+2,G3
A3,e5
F1;A3,D3;e5
E1;G2,D2;e3
D1;F2,D0;e1
E1;E2,D2;e0
F1;D2,D3;B3
E1;C2,D2;B1
A+2;F1,G3;D3
C1,A3
A2;C1,G2;A3
A1,A0
A2,G2
G1,G0
A2,G2
A+2,G3
C2;A2;F1,B1;G2;D3
A2,G2
F1,D3
A2,G2
D2,B3
D+2,B4
E1;E2,D2;e0
A2,G2
C2,B1
A2;E2,G2;e0
D1;F2,D0;e1
A2;F1,G2;D3
G0;C2,E3;B1
E1,D2
G0,E3
F1,D3
G0;D2,E3;B3
F1,D3
B2,B0
C2;C1,B1;A3
G2,e3
G1,G0
G2,e3
A2,G2
G2,e3
F1;B2,D3;B0
G2,e3
C2;E1,B1;D2
G2,e3
D1;D2,D0;B3
G2,e3
C1;E2,A3;e0
G2,e3
E1;C3,A7;e8
B3,e7
F1;A3,D3;e5
G2,e3
F2,e1
E2,e0
D2;G1,B3;G0
G2,e3
F2,e1
D2,B3
C2;C1,B1;A3
G2,e3
G1,G0
G2,e3
A2,G2
G2,e3
F1;B2,D3;B0
G2,e3
C2;E1,B1;D2
G2,e3
D1;D2,D0;B3
G2,e3
C1;E2,A3;e0
G2,e3
E1;C3,A7;e8
B3,e7
F1;A3,D3;e5
G2,e3
F2,e1
E2,e0
D2;G1,B3;G0
G2,e3
F2,e1
D2,B3
G+1;E2,G1;e0
F2,e1
E2,e0
D+2,B4
E2,e0
B2,B0
E2,e0
D+2,B4
E2,e0
B2,B0
E2,e0
D+2,B4
E2,e0
B2,B0
E2,e0
D+2,B4
E2,e0
B2,B0
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A2;A1,G2;A0
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
E1,D2
G+1,G1
B2,B0
C2;A1,B1;A0
E1,D2
A2,G2
E1,D2
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A2;A1,G2;A0
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
D1,D0
C2,B1
B2,B0
A2;A1,G2;A0
E1,D2
A2,G2
B2,B0
C2,B1
D2,B3
C1;E2,A3;e0
E1,D2
C2,B1
G1,G0
F2,e1
E2,e0
D2;G0,B3;E3
G1,G0
B2,B0
F1,D3
E2,e0
D2,B3
A1;C2,A0;B1
E1,D2
A2,G2
E1,D2
D2,B3
C2,B1
B2;E0,B0;E0
E1,D2
E2,e0
E1,D2
E2,e0
E1,D2
E2,e0
E0,E0
E3,e12
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A1;A2,A0;G2
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
E1,D2
G+1,G1
B2,B0
C2;A1,B1;A0
E1,D2
A2,G2
E1,D2
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A2;A1,G2;A0
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
D1,D0
C2,B1
B2,B0
A1;A2,A0;G2
A1,A0
A1,A0
A1,A0
A1,A0
A1,A0
G1;C+2;A1;A+2,D5;B2;A0;G3
A1,A0
A1,A0
A1,A0
A1,A0
A1,A0
F1;D2;A2;A1,D3;B3;G2;A0
A1,A0
A1,A0
A1,A0
C+2;E2;A1,B2;e0;A0
A1;F2;D2,A0;e1;B3
A1;F2;G+1;D2,A0;e1;G1;B3
A1,A0
A1,A0
A1,A0
D2;F2;G+1;A1,B3;e1;G1;A0
A1,A0
A2;E2;A1;C2,G2;e0;A0;B1
A1,A0
A1,A0
A1,A0
A1,A0
A1,A0
A1;F1;D2,A0;D3;B3
C2;E1,B1;D2
B2;D1,B0;D0
A1;F+1;A2;C1,E5;D4;G2;A3
C1;A2,A3;G2
C1;A2;E0,A3;G2;E0
E0,E0
C2;E1;E0,B1;D2;E0
E0,E0
G+1;E0;B2,G1;E0;B0
E0,E0
C1;A2,A3;G2
A1,A0
A1,A0
A1,A0
A1,A0
A1,A0
G1;A1;A+2;C+2,D5;A0;G3;B2
A1,A0
A1,A0
A1,A0
A1,A0
A1,A0
F1;A1;D2;A2,D3;A0;B3;G2
A1,A0
A1,A0
A1,A0
A1;E2;C+2,A0;e0;B2
D2;F2;A1,B3;e1;A0
A1;F2;D2,A0;e1;B3
A1,A0
A1,A0
A1,A0
D2;F2;A1,B3;e1;A0
A1,A0
D2;F2;A+1,B3;e1;A1
A+1,A1
A+1,A1
A+1,A1
A+1,A1
A+1,A1
G1;A+1;D+2,G0;A1;B4
A+1,A1
A+1,A1
A+1,A1
D2;F1;A+1,B3;D3;A1
A+1;C2,A1;B1
A+1;D1;A+2,A1;D0;G3
A+1,A1
A+1,A1
A+1,A1
F1;A+1;A2,D3;A1;G2
A+1,A1
F1;B1;G+1,D3;A2;G1
B1,A2
B1,A2
B1,A2
B1;F1;G+1,A2;D3;G1
B1,A2
A2;C1;E1,G2;A3;D2
B2;E0;G+1;E1,B0;E0;G1;D2
A1,A0
C1,A3
E1,D2
A2,G2
C2,B1
E2,e0
D2;A1,B3;A0
C2,B1
B2,B0
A2;A1,G2;A0
C2,B1
E2,e0
A3,B10
C3,e8
E3,e12
A1;D3,A0;e10
C3,e8
B3,B12
A2;A1,G2;A0
C2,B1
E2,e0
A3,B10
C3,e8
E3,e12
A1;D3,A0;e10
C3,e8
B3,B12
A1;A+3,A0;B11
A3,B10
G+2,B9
G2,B8
F+2,G11
F2,G10
E2,G9
D+2,G8
D2,B3
C+2,B2
C2,B1
B2,B0
A+2,G3
A2,G2
G+1,G1
G1,G0
F+1,D4
F1,D3
E1,D2
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A1;A2,A0;G2
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
E1,D2
G+1,G1
B2,B0
A1;C2,A0;B1
E1,D2
A2,G2
E1,D2
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A1;A2,A0;G2
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
D1,D0
C2,B1
B2,B0
A2;A1,G2;A0
E1,D2
A2,G2
B2,B0
C2,B1
D2,B3
C1;E2,A3;e0
E1,D2
C2,B1
G1,G0
F2,e1
E2,e0
D2;G0,B3;E3
G1,G0
B2,B0
F1,D3
E2,e0
D2,B3
A1;C2,A0;B1
E1,D2
A2,G2
E1,D2
D2,B3
C2,B1
E0;B2,E0;B0
E1,D2
E2,e0
E1,D2
E2,e0
E1,D2
E2,e0
E2,G9
E3,e12
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A2;A1,G2;A0
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
E1,D2
G+1,G1
B2,B0
A1;C2,A0;B1
E1,D2
A2,G2
E1,D2
E2,e0
D+2,B4
E2,e0
D+2,B4
E2,e0
B2,B0
D2,B3
C2,B1
A1;A2,A0;G2
E1,D2
A2,G2
C1,A3
E1,D2
A2,G2
E0;B2,E0;B0
E1,D2
G+1,G1
D1,D0
C2,B1
B2,B0
A2;A1,G2;A0
END, END
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
A1;E1,A0;D2
A1;E1,A0;D2
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
A1;E1,A0;D2
E1;A1,D2;A0
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
E1;A1,D2;A0
E1;A1,D2;A0
B1,E7
D1,A5
D+1,A6
E1,A7
B1,E7
G1,D5
E1,A7
B1,E7
D1,A5
D+1,A6
E1,A7
B1,E7
G1,D5
E1,A7
B1,E7
D1,A5
D+1,A6
E1,A7
B1,E7
G1,D5
E1,A7
B1,E7
D1,A5
D+1,A6
E1,A7
D1,A5
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
E1;A1,D2;A0
E1;A1,D2;A0
G1;D1,G0;D0
C1,A3
A2;E1;A1,G2;D2;A0
B2,G4
C+2,G6
B2,G4
A2,G2
B2,G4
A2,G2
B2,G4
C+2,G6
B2,G4
A2,G2
B2,G4
A2,G2
C2,G5
A2,G2
B2,G4
C+2,G6
B2,G4
A2,G2
F+1,D4
E1,D2
C1,A3
B2,G4
C+2,G6
B2,G4
A2,G2
B2,G4
A2,G2
A2,G2
A2,G2
B2,G4
C+2,G6
B2,G4
A2,G2
B2,G4
A2,G2
A2,G2
C2,G5
A2,G2
A2,G2
E1;A1,D2;A0
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
A1;E1,A0;D2
A1;E1,A0;D2
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
A1;E1,A0;D2
A1;E1,A0;D2
A1;E1;A2,A0;D2;G2
G0,E3
A1;E1;A2,A0;D2;G2
G0,E3
A2;E1;A1,G2;D2;A0
G+0,E4
A1,E5
C1;E2;G1;C2,A3;B5;D5;G5
A1;A2;E1,A0;G2;D2
F+0,E2
G0,E3
E1;A2;A1,D2;G2;A0
G0,E3
A1;A2;E1,A0;G2;D2
G1,D5
F+1,D4
G0,E3
A1;A2;E1,A0;G2;D2
G0,E3
A1;A2;E1,A0;G2;D2
G1;D1,G0;D0
E1;A2,D2;G2
G1;C2,D5;G5
E1;A1;A2,D2;A0;G2
A1;E1;A2,A0;D2;G2
G0,E3
A2;E1;A1,G2;D2;A0
G0,E3
A1,E5
G1,D5
F+1,D4
A1;A2;E1,A0;G2;D2
G0,E3
E1;A2;A1,D2;G2;A0
G0,E3
E1;A2;A1,D2;G2;A0
D1;G1,D0;G0
E1;A2,D2;G2
G1;C2,D5;G5
A1;A2;E1,A0;G2;D2
E1;A2;A1,D2;G2;A0
G0,E3
E1;A1;A2,D2;A0;G2
G0,E3
A1,E5
G1,D5
F+1,D4
E1;A2;A1,D2;G2;A0
G0,E3
E1;A1;A2,D2;A0;G2
G0,E3
A2;A1;E1,G2;A0;D2
D1;G1,D0;G0
E1;A2,D2;G2
C2;G1,G5;D5
A2;A1;E1,G2;A0;D2
A1;E1;A2,A0;D2;G2
G0,E3
A2;E1;A1,G2;D2;A0
G0,E3
A1,E5
G1,D5
F+1,D4
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
A1;E1,A0;D2
A1;E1,A0;D2
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
E1;A1,D2;A0
E1;A1,D2;A0
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
A1;E1,A0;D2
A1;E1,A0;D2
B1,E7
D1,A5
D+1,A6
E1,A7
B1,E7
G1,D5
E1,A7
B1,E7
D1,A5
D+1,A6
E1,A7
B1,E7
G1,D5
E1,A7
B1,E7
D1,A5
D+1,A6
E1,A7
B1,E7
G1,D5
E1,A7
B1,E7
D1,A5
D+1,A6
E1,A7
D1,A5
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
A1;E1,A0;D2
A1;E1,A0;D2
G1;D1,G0;D0
C1,A3
A2;E1;A1,G2;D2;A0
B2,G4
C+2,G6
B2,G4
A2,G2
B2,G4
A2,G2
B2,G4
C+2,G6
B2,G4
A2,G2
B2,G4
A2,G2
C2,G5
A2,G2
B2,G4
C+2,G6
B2,G4
A2,G2
F+1,D4
E1,D2
C1,A3
B2,G4
C+2,G6
B2,G4
A2,G2
B2,G4
A2,G2
A2,G2
A2,G2
B2,G4
C+2,G6
B2,G4
A2,G2
B2,G4
A2,G2
A2,G2
C2,G5
A2,G2
A2,G2
A1;E1,A0;D2
A2,D7
B2,G4
C2,G5
C+2,G6
A2,D7
D+2,B4
C+2,G6
F+2,B7
G2,B8
E2,B5
F+2,B7
E2,B5
C+2,G6
C+2,G6
D+2,B4
C+2,G6
B2,G4
C+2,G6
C+2,G6
G1,D5
A2,D7
E1,A7
F+1,D4
E1,A7
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
E1;A1,D2;A0
E1;A1,D2;A0
A2,D7
B2,G4
C2,G5
C+2,G6
A2,D7
D+2,B4
C+2,G6
F+2,B7
G2,B8
E2,B5
F+2,B7
E2,B5
C+2,G6
C+2,G6
D+2,B4
C+2,G6
B2,G4
C+2,G6
C+2,G6
G1,D5
A2,D7
E1,A7
F+1,D4
E1,A7
E1,A7
G1,D5
G+1,D6
A2,D7
E1,A7
C2,G5
A2,D7
D2,G7
E2,B5
C2,G5
D2,G7
C2,G5
A2,D7
A2,D7
C2,G5
A2,D7
G1,D5
A2,D7
A2,D7
D1,A5
E1,A7
C1,A3
D1,A5
A1;E1,A0;D2
E0,E0
F+0,E2
A1,A0
C+1,A4
A1,A0
F+0,E2
E0,E0
A1,A0
C1,A3
C+1,A4
E1,D2
F+1,D4
A2,G2
F+1,D4
A2,G2
B2,G4
C+2,G6
A3,e5
A1,A0
C1,A3
C+1,A4
E1,D2
F+1,D4
A2,G2
F+1,D4
A2,G2
B2,G4
C+2,G6
A3,e5
A1,A0
C1,A3
C+1,A4
E1,D2
F+1,D4
A2,G2
F+1,D4
A2,G2
B2,G4
C+2,G6
A3,e5
C2,G5
D2,G7
D2,B3
C+1,A4
E1,D2
F+1,D4
A2,G2
F+1,D4
A2,G2
B2,G4
C+2,G6
A3,e5
A1,A0
C1,A3
C+1,A4
E1,D2
F+1,D4
A2,G2
F+1,D4
A2,G2
B2,G4
C+2,G6
A3,e5
A1,A0
C1,A3
C+1,A4
E1,D2
F+1,D4
A2,G2
F+1,D4
A2,G2
B2,G4
C+2,G6
A3,e5
C2,G5
D2,G7
D2,B3
C2,G5
B2,G4
A2,G2
F+1,D4
A2,G2
B2,G4
A2,G2
E2,B5
E2;A3,B5;e5
A3,e5
B3,e7
C+3,e9
B3,e7
A3,e5
E2;A3,B5;e5
E2;A3,B5;e5
E2;A3,B5;e5
A3,B10
C3,e8
D3,e10
D3,e10
D3,e10
E3,e12
E3,e12
D3,e10
C3,e8
D3,e10
E3,e12
D3,e10
C3,e8
D3,e10
C3,e8
D3,e10
D3,e10
C3,e8
A3,B10
D3,e10
E3,e12
D3,e10
C3,e8
D3,e10
G1,G0
D3,B15
E3,B17
D3,B15
D3,B15
C3,B13
D3,B15
E3,B17
D3,B15
C3,B13
D3,B15
E3,B17
D3,B15
D3,G19
E3,G21
A4,e17
D3,G19
E3,G21
E3,B17
A4,e17
E3,B17
G3,B20
A4,B22
A4,e17
C4,e20
G3,B20
A4,B22
G3,B20
E3,B17
D3,G19
E3,G21
A4,e17
G3,B20
E3,B17
G3,B20
A4,B22
A4,e17
G3,B20
E3,B17
C3,G17
D3,G19
D+3,G20
G3,B20
A4,B22
C4,e20
G3,B20
A4,B22
G3,B20
E3,B17
F+3,B19
G+3,B21
D3,G19
C3,G17
A3,D19
D3,G19
C3,G17
E2,B5
E2,B5
E2,B5
D2,G7
E2,G9
E2,B5
A3,e5
G2,B8
E2,B5
D2,G7
E2,G9
E2,B5
A3,e5
G2,B8
E2,B5
D2,G7
E2,G9
E2,B5
A3,e5
G2,B8
E2,B5
D2,G7
E2,G9
E2,B5
A3,e5
G2,B8
E2,B5
D2,G7
E2,G9
E2,B5
A3,e5
G2,B8
E2,B5
D2,G7
E2,G9
E2,B5
A3,e5
G2,B8
E2,B5
G2,B8
E2,B5
D2,G7
C2,G5
D2,G7
C2,G5
A2,D7
D2,G7
C2,G5
A2,D7
G1,D5
A2,D7
C2,G5
A2,D7
C2,G5
D2,G7
E2,G9
A2,D7
D2,G7
D2,G7
D2,G7
D2,G7
E2,G9
D2,G7
C2,G5
A2,D7
C2,G5
G2,B8
D2,G7
E2,G9
D2,G7
C2,G5
A2,D7
D2,G7
G1,D5
G+1,D6
A2,D7
C2,G5
G1,D5
G+1,D6
A2,D7
C2,G5
G1,D5
G+1,D6
A2,D7
D2,G7
G1,D5
G+1,D6
A2,D7
C2,G5
G1,D5
G+1,D6
A2,D7
D2,G7
G1,D5
G+1,D6
A2,D7
C2,G5
D1;G1,A5;D5
D+1;G+1,A6;D6
E1;A2,A7;D7
D1,A5
C1,A3
C+1,A4
G0,E3
C1,A3
C+1,A4
E1,D2
F+1,D4
A2,G2
F+1,D4
A2,G2
B2,G4
C+2,G6
A3,e5
C1,A3
C+1,A4
E1,D2
F+1,D4
A2,G2
F+1,D4
A2,G2
B2,G4
C+2,G6
A3,e5
C1,A3
C+1,A4
E1,D2
F+1,D4
A2,G2
F+1,D4
A2,G2
B2,G4
C+2,G6
A3,e5
G+0,E4
B1,E7
D1,A5
C1,A3
C+1,A4
G0,E3
C1,A3
C+1,A4
E1,D2
F+1,D4
A2,G2
F+1,D4
A2,G2
C+2,G6
E2,B5
A3,e5
A3,B10
C3,e8
C+3,e9
D3,e10
E3,e12
D3,e10
D3,e10
E3,e12
D3,e10
D3,e10
E3,e12
D3,e10
C3,e8
D3,e10
D3,e10
E3,e12
C3,e8
A3,B10
A3,B10
C3,e8
A3,B10
C3,B13
D+3,B16
A3,B10
A3,B10
C3,B13
D+3,B16
A3,B10
A3,B10
A3,B10
D3,B15
D3,B15
E3,B17
D3,B15
C3,B13
A3,G14
D3,B15
C3,B13
A3,G14
D3,B15
C3,B13
G3,e15
D3,B15
E3,B17
D3,B15
C3,B13
A3,G14
D3,B15
C3,B13
G3,e15
A4,e17
D3,B15
C3,B13
A3,G14
D3,B15
C3,B13
A3,G14
C3,B13
G3,e15
A4,e17
END, END
F2;G+2,B6;e4
C2,G5
F2;G+2,B6;e4
C2,G5
D+2;G2,B4;e3
C2,G5
D+2;G2,B4;e3
C2,G5
D2;G+2,B3;e4
C2,G5
D2;G+2,B3;e4
C2,G5
C+2;G2,B2;e3
C2,B1
C+2;G2,B2;e3
C2,B1
F2;G+2,B6;e4
C2,G5
F2;G+2,B6;e4
C2,G5
G2;A+3,B8;e6
C2,G5
G2;A+3,B8;e6
C2,G5
G+2;C3,B9;e8
C2,D10
G+2;C3,B9;e8
C2,D10
G+2;C3;F2;C2,B9;e8;G10;D10
F2;G+2,B6;e4
C2,G5
F2;G+2,B6;e4
C2,G5
D+2;G2,B4;e3
C2,G5
D+2;G2,B4;e3
C2,G5
D2;G+2,B3;e4
C2,G5
D2;G+2,B3;e4
C2,G5
C+2;G2,B2;e3
C2,B1
C+2;G2,B2;e3
C2,B1
F2;G+2,B6;e4
C2,G5
F2;G+2,B6;e4
C2,G5
F2;A+3,B6;e6
C2,G5
F2;A+3,B6;e6
C2,G5
F2;C3,B6;e8
F2;C3,B6;e8
F2;A+3,B6;e6
F2;G+2,B6;e4
F2;A+3,B6;e6
G+2;C3,B9;e8
G+2;C3,B9;e8
G2;C3,B8;e8
F2;A+3,B6;e6
F2;A+3,B6;e6
C+2,G6
C2,G5
C+2,G6
C2,G5
C+2,G6
C2,G5
C+2,G6
C2,G5
C+2,G6
C2,G5
A+2,G3
C2,G5
C+2,G6
E2,B5
F2,B6
G2,B8
F2,B6
G2,B8
G+2,B9
G2,B8
G+2,B9
A+3,B11
G+2,B9
A+3,B11
G+2,B9
G2,B8
G+2,B9
G2,B8
F2,B6
G2,B8
F2,B6
D+2,B4
F2,B6
